번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),,파일명,한국어,
36963,11,2018,정면,문장,,KETI_SL_0000036963,밖에 불이 났어요 소방차를 불러주세요,
36964,11,2018,정면,문장,,KETI_SL_0000036964,밖에 모르는 사람이 서성거려요,
36965,11,2018,정면,문장,,KETI_SL_0000036965,112에 신고해주세요,
36966,11,2018,정면,문장,,KETI_SL_0000036966,밖에 싸움이 났어요 경찰을 불러주세요,
36967,11,2018,정면,문장,,KETI_SL_0000036967,아내가 쓰러졌어요,
36968,11,2018,정면,문장,,KETI_SL_0000036968,아들이 놀이터에서 놀다가 팔이 부러졌어요,
36969,11,2018,정면,문장,,KETI_SL_0000036969,발목을 접질렀어요,
36970,11,2018,정면,문장,,KETI_SL_0000036970,집에 전기가 나갔어요,
36971,11,2018,정면,문장,,KETI_SL_0000036971,음식을 하다가 손가락을 칼에 베였어요,
36972,11,2018,정면,문장,,KETI_SL_0000036972,허리가 아파서 일어날 수 없어요,
36973,11,2018,정면,문장,,KETI_SL_0000036973,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요,
36974,11,2018,정면,문장,,KETI_SL_0000036974,아이가 말벌에 쏘여서 기절했어요,
36975,11,2018,정면,문장,,KETI_SL_0000036975,무릎 인대를 다친 것 같아요,
36976,11,2018,정면,문장,,KETI_SL_0000036976,엄마가 신장병에 있는데 쓰러지셨어요,
36977,11,2018,정면,문장,,KETI_SL_0000036977,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요,
36978,11,2018,정면,문장,,KETI_SL_0000036978,동생이 문틈에 손이 끼었어요,
36979,11,2018,정면,문장,,KETI_SL_0000036979,너무 아파요,
36980,11,2018,정면,문장,,KETI_SL_0000036980,빨리 와주세요,
36981,11,2018,정면,문장,,KETI_SL_0000036981,어떤 사람이 칼로 위협하고 있어요,
36982,11,2018,정면,문장,,KETI_SL_0000036982,술 취한 사람이 방망이로 사람들을 때리고 있어요,
36983,11,2018,좌측면,문장,,KETI_SL_0000036983,집에 불이 났어요,
36984,11,2018,좌측면,문장,,KETI_SL_0000036984,집에 도둑(강도)이 들어왔어요,
36985,11,2018,좌측면,문장,,KETI_SL_0000036985,어떤 사람이 교통사고를 당했어요,
36986,11,2018,좌측면,문장,,KETI_SL_0000036986,식사를 하다가 목에 음식이 걸렸어요,
36987,11,2018,좌측면,문장,,KETI_SL_0000036987,홍수가 나서 집이 물에 잠기고 있어요,
36988,11,2018,좌측면,문장,,KETI_SL_0000036988,엘리베이터가 갑자기 중간에 멈췄어요,
36989,11,2018,좌측면,문장,,KETI_SL_0000036989,어떤 사람이 자살을 시도하고 있어요,
36990,11,2018,좌측면,문장,,KETI_SL_0000036990,어떤 사람이 바다에 빠졌어요,
36991,11,2018,좌측면,문장,,KETI_SL_0000036991,해안가에 상어가 나타났어요,
36992,11,2018,좌측면,문장,,KETI_SL_0000036992,해안가에 해파리가 나타났어요,
36993,11,2018,좌측면,문장,,KETI_SL_0000036993,주변 구조물이 무너져서 몸이 끼었어요 몸을 움직이지 못하겠어요,
36994,11,2018,좌측면,문장,,KETI_SL_0000036994,근처에서 폭탄이 터졌어요,
36995,11,2018,좌측면,문장,,KETI_SL_0000036995,할머니가 갑자기 쓰러지셨어요,
36996,11,2018,좌측면,문장,,KETI_SL_0000036996,(사람)이 갑자기 쓰러졌어요,
36997,11,2018,좌측면,문장,,KETI_SL_0000036997,강아지가 뼈를 삼켰어요,
36998,11,2018,좌측면,문장,,KETI_SL_0000036998,아기가 장난감을 사켰어요,
36999,11,2018,좌측면,문장,,KETI_SL_0000036999,고속도로에서 자동차가 갑자기 멈췄어요,
37000,11,2018,좌측면,문장,,KETI_SL_0000037000,배가 침몰하고 있어요,
37001,11,2018,좌측면,문장,,KETI_SL_0000037001,이상한 사람이 저를 쫓아와요,
37002,11,2018,좌측면,문장,,KETI_SL_0000037002,쫓아오는 것 같아요,
37003,11,2018,좌측면,문장,,KETI_SL_0000037003,어떤 사람이 집단폭력을 당하고 있어요,
37004,11,2018,좌측면,문장,,KETI_SL_0000037004,어떤 사람이 무기/흉기를 소지하고 있어요,
37005,11,2018,좌측면,문장,,KETI_SL_0000037005,근처에 있는 건물이 붕괴되고 있어요,
37006,11,2018,좌측면,문장,,KETI_SL_0000037006,지하철 역 안에서 화재가 발생했어요,
37007,11,2018,좌측면,문장,,KETI_SL_0000037007,화상을 입었어요,
37008,11,2018,좌측면,문장,,KETI_SL_0000037008,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
37009,11,2018,좌측면,문장,,KETI_SL_0000037009,친구가 감전 사고를 당했어요,
37010,11,2018,좌측면,문장,,KETI_SL_0000037010,친구가 숨을 안 쉬는 것 같아요,
37011,11,2018,좌측면,문장,,KETI_SL_0000037011,차 안에 강아지가 방치되어있어요,
37012,11,2018,좌측면,문장,,KETI_SL_0000037012,어떤 사람한테 납치당했어요,
37013,11,2018,좌측면,문장,,KETI_SL_0000037013,산에서 뱀에게 물렸어요,
37014,11,2018,좌측면,문장,,KETI_SL_0000037014,광견병에 걸린 개에게 물렸어요,
37015,11,2018,좌측면,문장,,KETI_SL_0000037015,어떤 사람이 건물에서 추락했어요,
37016,11,2018,좌측면,문장,,KETI_SL_0000037016,눈에 이물질이 들어갔어요,
37017,11,2018,좌측면,문장,,KETI_SL_0000037017,터널이 무너져 갇혔어요,
37018,11,2018,좌측면,문장,,KETI_SL_0000037018,어디선가 연기가 나요 불이 나고 있는 것 같아요,
37019,11,2018,좌측면,문장,,KETI_SL_0000037019,급류에 친구가 휩쓸렸어요,
37020,11,2018,좌측면,문장,,KETI_SL_0000037020,비행기가 추락하고 있어요,
37021,11,2018,좌측면,문장,,KETI_SL_0000037021,어떤 사람이 길거리에서 피를 많이 흘리고 있어요,
37022,11,2018,좌측면,문장,,KETI_SL_0000037022,스키를 타다가 넘어져서 못 일어나겠어요,
37023,11,2018,좌측면,문장,,KETI_SL_0000037023,폭탄이 터졌어요,
37024,11,2018,좌측면,문장,,KETI_SL_0000037024,말벌에게 쏘였어요,
37025,11,2018,좌측면,문장,,KETI_SL_0000037025,해파리에게 쏘였어요,
37026,11,2018,좌측면,문장,,KETI_SL_0000037026,독버섯을 먹은 것 같아요,
37027,11,2018,좌측면,문장,,KETI_SL_0000037027,(신체부위)가 절단됐어요,
37028,11,2018,좌측면,문장,,KETI_SL_0000037028,바다에서 조난을 당했어요,
37029,11,2018,좌측면,문장,,KETI_SL_0000037029,어떤 사람이 벼락을 맞았어요,
37030,11,2018,좌측면,문장,,KETI_SL_0000037030,문에 몸이 끼었어요,
37031,11,2018,좌측면,문장,,KETI_SL_0000037031,가스가 새고 있는 것 같아요,
37032,11,2018,좌측면,문장,,KETI_SL_0000037032,고압선이 끊어져 있어요,
37033,11,2018,좌측면,문장,,KETI_SL_0000037033,숨이 안 쉬어져요,
37034,11,2018,좌측면,문장,,KETI_SL_0000037034,몸이 결박 당해있어요,
37035,11,2018,좌측면,문장,,KETI_SL_0000037035,어떤 사람이 저를 죽이려고 해요,
37036,11,2018,좌측면,문장,,KETI_SL_0000037036,도와주세요!,
37037,11,2018,좌측면,문장,,KETI_SL_0000037037,산에서 야생동물을 만났어요 저를 공격할 것 같아요,
37038,11,2018,좌측면,문장,,KETI_SL_0000037038,우리 집에 불이 났어요,
37039,11,2018,좌측면,문장,,KETI_SL_0000037039,윗집에 불이 났어요,
37040,11,2018,좌측면,문장,,KETI_SL_0000037040,옆집에 불이 났어요,
37041,11,2018,좌측면,문장,,KETI_SL_0000037041,아랫집에 불이 났어요,
37042,11,2018,좌측면,문장,,KETI_SL_0000037042,가스가 새고 있어요,
37043,11,2018,좌측면,문장,,KETI_SL_0000037043,감전 사고가 났어요,
37044,11,2018,좌측면,문장,,KETI_SL_0000037044,집에 모르는 사람이 침입했어요,
37045,11,2018,좌측면,문장,,KETI_SL_0000037045,강도가 들어온것 같아요,
37046,11,2018,좌측면,문장,,KETI_SL_0000037046,아기를 낳을것 같아요,
37047,11,2018,좌측면,문장,,KETI_SL_0000037047,아기가 갑자기 토해요,
37048,11,2018,좌측면,문장,,KETI_SL_0000037048,아기가 숨을 안 쉬어요,
37049,11,2018,좌측면,문장,,KETI_SL_0000037049,아이를 공원에서 잃어버렸어요,
37050,11,2018,좌측면,문장,,KETI_SL_0000037050,아이를 모르는 사람이 데려갔어요,
37051,11,2018,좌측면,문장,,KETI_SL_0000037051,아이가 독극물을 삼켰어요,
37052,11,2018,좌측면,문장,,KETI_SL_0000037052,아이가 장난감을 삼켰어요,
37053,11,2018,좌측면,문장,,KETI_SL_0000037053,복통이 심해요,
37054,11,2018,좌측면,문장,,KETI_SL_0000037054,아파서 못 참을것 같아요,
37055,11,2018,좌측면,문장,,KETI_SL_0000037055,빨리 도와주세요,
37056,11,2018,좌측면,문장,,KETI_SL_0000037056,아이가 방에 갇혔어요,
37057,11,2018,좌측면,문장,,KETI_SL_0000037057,내가 방에 갇혔어요,
37058,11,2018,좌측면,문장,,KETI_SL_0000037058,집이 흔들려요,
37059,11,2018,좌측면,문장,,KETI_SL_0000037059,집 벽이 무너질려고 해요,
37060,11,2018,좌측면,문장,,KETI_SL_0000037060,유리가 깨져서 발을 다쳤어요,
37061,11,2018,좌측면,문장,,KETI_SL_0000037061,남편이 높은데서 떨어져서 머리에서 피나요,
37062,11,2018,좌측면,문장,,KETI_SL_0000037062,사람이 무거운 물건에 깔렸어요,
37063,11,2018,좌측면,문장,,KETI_SL_0000037063,몸에 열이 많이 나고 두통이 심해요,
37064,11,2018,좌측면,문장,,KETI_SL_0000037064,세브란스 병원 진료 예약을 해주세요,
37065,11,2018,좌측면,문장,,KETI_SL_0000037065,우리아이가 갑자기 의식을 잃었어요,
37066,11,2018,좌측면,문장,,KETI_SL_0000037066,119 구조대를 불러주세요,
37067,11,2018,좌측면,문장,,KETI_SL_0000037067,어지러워서 서있을 수 없어요,
37068,11,2018,좌측면,문장,,KETI_SL_0000037068,밖에 불이 났어요 소방차를 불러주세요,
37069,11,2018,좌측면,문장,,KETI_SL_0000037069,밖에 모르는 사람이 서성거려요,
37070,11,2018,좌측면,문장,,KETI_SL_0000037070,112에 신고해주세요,
37071,11,2018,좌측면,문장,,KETI_SL_0000037071,밖에 싸움이 났어요 경찰을 불러주세요,
37072,11,2018,좌측면,문장,,KETI_SL_0000037072,아내가 쓰러졌어요,
37073,11,2018,좌측면,문장,,KETI_SL_0000037073,아들이 놀이터에서 놀다가 팔이 부러졌어요,
37074,11,2018,좌측면,문장,,KETI_SL_0000037074,발목을 접질렀어요,
37075,11,2018,좌측면,문장,,KETI_SL_0000037075,집에 전기가 나갔어요,
37076,11,2018,좌측면,문장,,KETI_SL_0000037076,음식을 하다가 손가락을 칼에 베였어요,
37077,11,2018,좌측면,문장,,KETI_SL_0000037077,허리가 아파서 일어날 수 없어요,
37078,11,2018,좌측면,문장,,KETI_SL_0000037078,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요,
37079,11,2018,좌측면,문장,,KETI_SL_0000037079,아이가 말벌에 쏘여서 기절했어요,
37080,11,2018,좌측면,문장,,KETI_SL_0000037080,무릎 인대를 다친 것 같아요,
37081,11,2018,좌측면,문장,,KETI_SL_0000037081,엄마가 신장병에 있는데 쓰러지셨어요,
37082,11,2018,좌측면,문장,,KETI_SL_0000037082,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요,
37083,11,2018,좌측면,문장,,KETI_SL_0000037083,동생이 문틈에 손이 끼었어요,
37084,11,2018,좌측면,문장,,KETI_SL_0000037084,너무 아파요,
37085,11,2018,좌측면,문장,,KETI_SL_0000037085,빨리 와주세요,
37086,11,2018,좌측면,문장,,KETI_SL_0000037086,어떤 사람이 칼로 위협하고 있어요,
37087,11,2018,좌측면,문장,,KETI_SL_0000037087,술 취한 사람이 방망이로 사람들을 때리고 있어요,
37088,11,2018,우측면,문장,,KETI_SL_0000037088,집에 불이 났어요,
37089,11,2018,우측면,문장,,KETI_SL_0000037089,집에 도둑(강도)이 들어왔어요,
37090,11,2018,우측면,문장,,KETI_SL_0000037090,어떤 사람이 교통사고를 당했어요,
37091,11,2018,우측면,문장,,KETI_SL_0000037091,식사를 하다가 목에 음식이 걸렸어요,
37092,11,2018,우측면,문장,,KETI_SL_0000037092,홍수가 나서 집이 물에 잠기고 있어요,
37093,11,2018,우측면,문장,,KETI_SL_0000037093,엘리베이터가 갑자기 중간에 멈췄어요,
37094,11,2018,우측면,문장,,KETI_SL_0000037094,어떤 사람이 자살을 시도하고 있어요,
37095,11,2018,우측면,문장,,KETI_SL_0000037095,어떤 사람이 바다에 빠졌어요,
37096,11,2018,우측면,문장,,KETI_SL_0000037096,해안가에 상어가 나타났어요,
37097,11,2018,우측면,문장,,KETI_SL_0000037097,해안가에 해파리가 나타났어요,
37098,11,2018,우측면,문장,,KETI_SL_0000037098,주변 구조물이 무너져서 몸이 끼었어요 몸을 움직이지 못하겠어요,
37099,11,2018,우측면,문장,,KETI_SL_0000037099,근처에서 폭탄이 터졌어요,
37100,11,2018,우측면,문장,,KETI_SL_0000037100,할머니가 갑자기 쓰러지셨어요,
37101,11,2018,우측면,문장,,KETI_SL_0000037101,(사람)이 갑자기 쓰러졌어요,
37102,11,2018,우측면,문장,,KETI_SL_0000037102,강아지가 뼈를 삼켰어요,
37103,11,2018,우측면,문장,,KETI_SL_0000037103,아기가 장난감을 사켰어요,
37104,11,2018,우측면,문장,,KETI_SL_0000037104,고속도로에서 자동차가 갑자기 멈췄어요,
37105,11,2018,우측면,문장,,KETI_SL_0000037105,배가 침몰하고 있어요,
37106,11,2018,우측면,문장,,KETI_SL_0000037106,이상한 사람이 저를 쫓아와요,
37107,11,2018,우측면,문장,,KETI_SL_0000037107,쫓아오는 것 같아요,
37108,11,2018,우측면,문장,,KETI_SL_0000037108,어떤 사람이 집단폭력을 당하고 있어요,
37109,11,2018,우측면,문장,,KETI_SL_0000037109,어떤 사람이 무기/흉기를 소지하고 있어요,
37110,11,2018,우측면,문장,,KETI_SL_0000037110,근처에 있는 건물이 붕괴되고 있어요,
37111,11,2018,우측면,문장,,KETI_SL_0000037111,지하철 역 안에서 화재가 발생했어요,
37112,11,2018,우측면,문장,,KETI_SL_0000037112,화상을 입었어요,
37113,11,2018,우측면,문장,,KETI_SL_0000037113,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
37114,11,2018,우측면,문장,,KETI_SL_0000037114,친구가 감전 사고를 당했어요,
37115,11,2018,우측면,문장,,KETI_SL_0000037115,친구가 숨을 안 쉬는 것 같아요,
37116,11,2018,우측면,문장,,KETI_SL_0000037116,차 안에 강아지가 방치되어있어요,
37117,11,2018,우측면,문장,,KETI_SL_0000037117,어떤 사람한테 납치당했어요,
37118,11,2018,우측면,문장,,KETI_SL_0000037118,산에서 뱀에게 물렸어요,
37119,11,2018,우측면,문장,,KETI_SL_0000037119,광견병에 걸린 개에게 물렸어요,
37120,11,2018,우측면,문장,,KETI_SL_0000037120,어떤 사람이 건물에서 추락했어요,
37121,11,2018,우측면,문장,,KETI_SL_0000037121,눈에 이물질이 들어갔어요,
37122,11,2018,우측면,문장,,KETI_SL_0000037122,터널이 무너져 갇혔어요,
37123,11,2018,우측면,문장,,KETI_SL_0000037123,어디선가 연기가 나요 불이 나고 있는 것 같아요,
37124,11,2018,우측면,문장,,KETI_SL_0000037124,급류에 친구가 휩쓸렸어요,
37125,11,2018,우측면,문장,,KETI_SL_0000037125,비행기가 추락하고 있어요,
37126,11,2018,우측면,문장,,KETI_SL_0000037126,어떤 사람이 길거리에서 피를 많이 흘리고 있어요,
37127,11,2018,우측면,문장,,KETI_SL_0000037127,스키를 타다가 넘어져서 못 일어나겠어요,
37128,11,2018,우측면,문장,,KETI_SL_0000037128,폭탄이 터졌어요,
37129,11,2018,우측면,문장,,KETI_SL_0000037129,말벌에게 쏘였어요,
37130,11,2018,우측면,문장,,KETI_SL_0000037130,해파리에게 쏘였어요,
37131,11,2018,우측면,문장,,KETI_SL_0000037131,독버섯을 먹은 것 같아요,
37132,11,2018,우측면,문장,,KETI_SL_0000037132,(신체부위)가 절단됐어요,
37133,11,2018,우측면,문장,,KETI_SL_0000037133,바다에서 조난을 당했어요,
37134,11,2018,우측면,문장,,KETI_SL_0000037134,어떤 사람이 벼락을 맞았어요,
37135,11,2018,우측면,문장,,KETI_SL_0000037135,문에 몸이 끼었어요,
37136,11,2018,우측면,문장,,KETI_SL_0000037136,가스가 새고 있는 것 같아요,
37137,11,2018,우측면,문장,,KETI_SL_0000037137,고압선이 끊어져 있어요,
37138,11,2018,우측면,문장,,KETI_SL_0000037138,숨이 안 쉬어져요,
37139,11,2018,우측면,문장,,KETI_SL_0000037139,몸이 결박 당해있어요,
37140,11,2018,우측면,문장,,KETI_SL_0000037140,어떤 사람이 저를 죽이려고 해요,
37141,11,2018,우측면,문장,,KETI_SL_0000037141,도와주세요!,
37142,11,2018,우측면,문장,,KETI_SL_0000037142,산에서 야생동물을 만났어요 저를 공격할 것 같아요,
37143,11,2018,우측면,문장,,KETI_SL_0000037143,우리 집에 불이 났어요,
37144,11,2018,우측면,문장,,KETI_SL_0000037144,윗집에 불이 났어요,
37145,11,2018,우측면,문장,,KETI_SL_0000037145,옆집에 불이 났어요,
37146,11,2018,우측면,문장,,KETI_SL_0000037146,아랫집에 불이 났어요,
37147,11,2018,우측면,문장,,KETI_SL_0000037147,가스가 새고 있어요,
37148,11,2018,우측면,문장,,KETI_SL_0000037148,감전 사고가 났어요,
37149,11,2018,우측면,문장,,KETI_SL_0000037149,집에 모르는 사람이 침입했어요,
37150,11,2018,우측면,문장,,KETI_SL_0000037150,강도가 들어온것 같아요,
37151,11,2018,우측면,문장,,KETI_SL_0000037151,아기를 낳을것 같아요,
37152,11,2018,우측면,문장,,KETI_SL_0000037152,아기가 갑자기 토해요,
37153,11,2018,우측면,문장,,KETI_SL_0000037153,아기가 숨을 안 쉬어요,
37154,11,2018,우측면,문장,,KETI_SL_0000037154,아이를 공원에서 잃어버렸어요,
37155,11,2018,우측면,문장,,KETI_SL_0000037155,아이를 모르는 사람이 데려갔어요,
37156,11,2018,우측면,문장,,KETI_SL_0000037156,아이가 독극물을 삼켰어요,
37157,11,2018,우측면,문장,,KETI_SL_0000037157,아이가 장난감을 삼켰어요,
37158,11,2018,우측면,문장,,KETI_SL_0000037158,복통이 심해요,
37159,11,2018,우측면,문장,,KETI_SL_0000037159,아파서 못 참을것 같아요,
37160,11,2018,우측면,문장,,KETI_SL_0000037160,빨리 도와주세요,
37161,11,2018,우측면,문장,,KETI_SL_0000037161,아이가 방에 갇혔어요,
37162,11,2018,우측면,문장,,KETI_SL_0000037162,내가 방에 갇혔어요,
37163,11,2018,우측면,문장,,KETI_SL_0000037163,집이 흔들려요,
37164,11,2018,우측면,문장,,KETI_SL_0000037164,집 벽이 무너질려고 해요,
37165,11,2018,우측면,문장,,KETI_SL_0000037165,유리가 깨져서 발을 다쳤어요,
37166,11,2018,우측면,문장,,KETI_SL_0000037166,남편이 높은데서 떨어져서 머리에서 피나요,
37167,11,2018,우측면,문장,,KETI_SL_0000037167,사람이 무거운 물건에 깔렸어요,
37168,11,2018,우측면,문장,,KETI_SL_0000037168,몸에 열이 많이 나고 두통이 심해요,
37169,11,2018,우측면,문장,,KETI_SL_0000037169,세브란스 병원 진료 예약을 해주세요,
37170,11,2018,우측면,문장,,KETI_SL_0000037170,우리아이가 갑자기 의식을 잃었어요,
37171,11,2018,우측면,문장,,KETI_SL_0000037171,119 구조대를 불러주세요,
37172,11,2018,우측면,문장,,KETI_SL_0000037172,어지러워서 서있을 수 없어요,
37173,11,2018,우측면,문장,,KETI_SL_0000037173,밖에 불이 났어요 소방차를 불러주세요,
37174,11,2018,우측면,문장,,KETI_SL_0000037174,밖에 모르는 사람이 서성거려요,
37175,11,2018,우측면,문장,,KETI_SL_0000037175,112에 신고해주세요,
37176,11,2018,우측면,문장,,KETI_SL_0000037176,밖에 싸움이 났어요 경찰을 불러주세요,
37177,11,2018,우측면,문장,,KETI_SL_0000037177,아내가 쓰러졌어요,
37178,11,2018,우측면,문장,,KETI_SL_0000037178,아들이 놀이터에서 놀다가 팔이 부러졌어요,
37179,11,2018,우측면,문장,,KETI_SL_0000037179,발목을 접질렀어요,
37180,11,2018,우측면,문장,,KETI_SL_0000037180,집에 전기가 나갔어요,
37181,11,2018,우측면,문장,,KETI_SL_0000037181,음식을 하다가 손가락을 칼에 베였어요,
37182,11,2018,우측면,문장,,KETI_SL_0000037182,허리가 아파서 일어날 수 없어요,
37183,11,2018,우측면,문장,,KETI_SL_0000037183,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요,
37184,11,2018,우측면,문장,,KETI_SL_0000037184,아이가 말벌에 쏘여서 기절했어요,
37185,11,2018,우측면,문장,,KETI_SL_0000037185,무릎 인대를 다친 것 같아요,
37186,11,2018,우측면,문장,,KETI_SL_0000037186,엄마가 신장병에 있는데 쓰러지셨어요,
37187,11,2018,우측면,문장,,KETI_SL_0000037187,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요,
37188,11,2018,우측면,문장,,KETI_SL_0000037188,동생이 문틈에 손이 끼었어요,
37189,11,2018,우측면,문장,,KETI_SL_0000037189,너무 아파요,
37190,11,2018,우측면,문장,,KETI_SL_0000037190,빨리 와주세요,
37191,11,2018,우측면,문장,,KETI_SL_0000037191,어떤 사람이 칼로 위협하고 있어요,
37192,11,2018,우측면,문장,,KETI_SL_0000037192,술 취한 사람이 방망이로 사람들을 때리고 있어요,
37193,12,2018,정면,문장,,KETI_SL_0000037193,집에 불이 났어요,
37194,12,2018,정면,문장,,KETI_SL_0000037194,집에 도둑(강도)이 들어왔어요,
37195,12,2018,정면,문장,,KETI_SL_0000037195,어떤 사람이 교통사고를 당했어요,
37196,12,2018,정면,문장,,KETI_SL_0000037196,식사를 하다가 목에 음식이 걸렸어요,
37197,12,2018,정면,문장,,KETI_SL_0000037197,홍수가 나서 집이 물에 잠기고 있어요,
37198,12,2018,정면,문장,,KETI_SL_0000037198,엘리베이터가 갑자기 중간에 멈췄어요,
37199,12,2018,정면,문장,,KETI_SL_0000037199,어떤 사람이 자살을 시도하고 있어요,
37200,12,2018,정면,문장,,KETI_SL_0000037200,어떤 사람이 바다에 빠졌어요,
37201,12,2018,정면,문장,,KETI_SL_0000037201,해안가에 상어가 나타났어요,
37202,12,2018,정면,문장,,KETI_SL_0000037202,해안가에 해파리가 나타났어요,
37203,12,2018,정면,문장,,KETI_SL_0000037203,주변 구조물이 무너져서 몸이 끼었어요 몸을 움직이지 못하겠어요,
37204,12,2018,정면,문장,,KETI_SL_0000037204,근처에서 폭탄이 터졌어요,
37205,12,2018,정면,문장,,KETI_SL_0000037205,할머니가 갑자기 쓰러지셨어요,
37206,12,2018,정면,문장,,KETI_SL_0000037206,(사람)이 갑자기 쓰러졌어요,
37207,12,2018,정면,문장,,KETI_SL_0000037207,강아지가 뼈를 삼켰어요,
37208,12,2018,정면,문장,,KETI_SL_0000037208,아기가 장난감을 사켰어요,
37209,12,2018,정면,문장,,KETI_SL_0000037209,고속도로에서 자동차가 갑자기 멈췄어요,
37210,12,2018,정면,문장,,KETI_SL_0000037210,배가 침몰하고 있어요,
37211,12,2018,정면,문장,,KETI_SL_0000037211,이상한 사람이 저를 쫓아와요,
37212,12,2018,정면,문장,,KETI_SL_0000037212,쫓아오는 것 같아요,
37213,12,2018,정면,문장,,KETI_SL_0000037213,어떤 사람이 집단폭력을 당하고 있어요,
37214,12,2018,정면,문장,,KETI_SL_0000037214,어떤 사람이 무기/흉기를 소지하고 있어요,
37215,12,2018,정면,문장,,KETI_SL_0000037215,근처에 있는 건물이 붕괴되고 있어요,
37216,12,2018,정면,문장,,KETI_SL_0000037216,지하철 역 안에서 화재가 발생했어요,
37217,12,2018,정면,문장,,KETI_SL_0000037217,화상을 입었어요,
37218,12,2018,정면,문장,,KETI_SL_0000037218,친구가 음식을 먹다가 실수로 방부제를 같이 먹었어요,
37219,12,2018,정면,문장,,KETI_SL_0000037219,친구가 감전 사고를 당했어요,
37220,12,2018,정면,문장,,KETI_SL_0000037220,친구가 숨을 안 쉬는 것 같아요,
37221,12,2018,정면,문장,,KETI_SL_0000037221,차 안에 강아지가 방치되어있어요,
37222,12,2018,정면,문장,,KETI_SL_0000037222,어떤 사람한테 납치당했어요,
37223,12,2018,정면,문장,,KETI_SL_0000037223,산에서 뱀에게 물렸어요,
37224,12,2018,정면,문장,,KETI_SL_0000037224,광견병에 걸린 개에게 물렸어요,
37225,12,2018,정면,문장,,KETI_SL_0000037225,어떤 사람이 건물에서 추락했어요,
37226,12,2018,정면,문장,,KETI_SL_0000037226,눈에 이물질이 들어갔어요,
37227,12,2018,정면,문장,,KETI_SL_0000037227,터널이 무너져 갇혔어요,
37228,12,2018,정면,문장,,KETI_SL_0000037228,어디선가 연기가 나요 불이 나고 있는 것 같아요,
37229,12,2018,정면,문장,,KETI_SL_0000037229,급류에 친구가 휩쓸렸어요,
37230,12,2018,정면,문장,,KETI_SL_0000037230,비행기가 추락하고 있어요,
37231,12,2018,정면,문장,,KETI_SL_0000037231,어떤 사람이 길거리에서 피를 많이 흘리고 있어요,
37232,12,2018,정면,문장,,KETI_SL_0000037232,스키를 타다가 넘어져서 못 일어나겠어요,
37233,12,2018,정면,문장,,KETI_SL_0000037233,폭탄이 터졌어요,
37234,12,2018,정면,문장,,KETI_SL_0000037234,말벌에게 쏘였어요,
37235,12,2018,정면,문장,,KETI_SL_0000037235,해파리에게 쏘였어요,
37236,12,2018,정면,문장,,KETI_SL_0000037236,독버섯을 먹은 것 같아요,
37237,12,2018,정면,문장,,KETI_SL_0000037237,(신체부위)가 절단됐어요,
37238,12,2018,정면,문장,,KETI_SL_0000037238,바다에서 조난을 당했어요,
37239,12,2018,정면,문장,,KETI_SL_0000037239,어떤 사람이 벼락을 맞았어요,
37240,12,2018,정면,문장,,KETI_SL_0000037240,문에 몸이 끼었어요,
37241,12,2018,정면,문장,,KETI_SL_0000037241,가스가 새고 있는 것 같아요,
37242,12,2018,정면,문장,,KETI_SL_0000037242,고압선이 끊어져 있어요,
37243,12,2018,정면,문장,,KETI_SL_0000037243,숨이 안 쉬어져요,
37244,12,2018,정면,문장,,KETI_SL_0000037244,몸이 결박 당해있어요,
37245,12,2018,정면,문장,,KETI_SL_0000037245,어떤 사람이 저를 죽이려고 해요,
37246,12,2018,정면,문장,,KETI_SL_0000037246,도와주세요!,
37247,12,2018,정면,문장,,KETI_SL_0000037247,산에서 야생동물을 만났어요 저를 공격할 것 같아요,
37248,12,2018,정면,문장,,KETI_SL_0000037248,우리 집에 불이 났어요,
37249,12,2018,정면,문장,,KETI_SL_0000037249,윗집에 불이 났어요,
37250,12,2018,정면,문장,,KETI_SL_0000037250,옆집에 불이 났어요,
37251,12,2018,정면,문장,,KETI_SL_0000037251,아랫집에 불이 났어요,
37252,12,2018,정면,문장,,KETI_SL_0000037252,가스가 새고 있어요,
37253,12,2018,정면,문장,,KETI_SL_0000037253,감전 사고가 났어요,
37254,12,2018,정면,문장,,KETI_SL_0000037254,집에 모르는 사람이 침입했어요,
37255,12,2018,정면,문장,,KETI_SL_0000037255,강도가 들어온것 같아요,
37256,12,2018,정면,문장,,KETI_SL_0000037256,아기를 낳을것 같아요,
37257,12,2018,정면,문장,,KETI_SL_0000037257,아기가 갑자기 토해요,
37258,12,2018,정면,문장,,KETI_SL_0000037258,아기가 숨을 안 쉬어요,
37259,12,2018,정면,문장,,KETI_SL_0000037259,아이를 공원에서 잃어버렸어요,
37260,12,2018,정면,문장,,KETI_SL_0000037260,아이를 모르는 사람이 데려갔어요,
